T_grid,J_defender_dev,lambda_grid,K_attacker_dev,T_star,lambda_star
2.0,14.174073278280014,0.1,0.12657501384468947,19.79199941566579,0.4835026815423854
2.391959798994975,11.922073947295889,0.1035175879396985,0.12909589238815464,19.79199941566579,0.4835026815423854
2.7839195979899496,10.313132511947343,0.107035175879397,0.13153467108931327,19.79199941566579,0.4835026815423854
3.1758793969849246,9.109171825343484,0.11055276381909548,0.13389447318916034,19.79199941566579,0.4835026815423854
3.567839195979899,8.176429392417495,0.11407035175879397,0.13617829499365547,19.79199941566579,0.4835026815423854
3.959798994974874,7.433983998310727,0.11758793969849246,0.13838901050275462,19.79199941566579,0.4835026815423854
4.351758793969849,6.830703939298635,0.12110552763819096,0.1405293758732207,19.79199941566579,0.4835026815423854
4.743718592964823,6.331843510028497,0.12462311557788945,0.14260203374191358,19.79199941566579,0.4835026815423854
5.135678391959798,5.913580750696053,0.12814070351758794,0.14460951742788708,19.79199941566579,0.4835026815423854
5.527638190954773,5.556781213392475,0.13165829145728644,0.1465542550253356,19.79199941566579,0.4835026815423854
5.919597989949748,5.249041588204321,0.13517587939698494,0.1484385733947883,19.79199941566579,0.4835026815423854
6.311557788944723,4.985458663663632,0.13869346733668342,0.15026470205659026,19.79199941566579,0.4835026815423854
6.703517587939698,4.7562563976110015,0.14221105527638192,0.15203477698835607,19.79199941566579,0.4835026815423854
7.0954773869346734,4.5552669081761055,0.14572864321608042,0.1537508443265042,19.79199941566579,0.4835026815423854
7.487437185929648,4.378559503096969,0.1492462311557789,0.1554148639710005,19.79199941566579,0.4835026815423854
7.879396984924623,4.221879853256322,0.1527638190954774,0.15702871309190855,19.79199941566579,0.4835026815423854
8.271356783919597,4.082877033673344,0.1562814070351759,0.15859418953614832,19.79199941566579,0.4835026815423854
8.663316582914572,3.9586872818921575,0.15979899497487438,0.16011301513290593,19.79199941566579,0.4835026815423854
9.055276381909547,3.847994729277413,0.16331658291457288,0.16158683889635014,19.79199941566579,0.4835026815423854
9.447236180904522,3.748715537689772,0.16683417085427138,0.16301724012462926,19.79199941566579,0.4835026815423854
9.839195979899497,3.6594992560903807,0.17035175879396985,0.16440573139450912,19.79199941566579,0.4835026815423854
10.231155778894472,3.5791652220013668,0.17386934673366836,0.16575376145142898,19.79199941566579,0.4835026815423854
10.623115577889447,3.5067385449610886,0.17738693467336686,0.16706271799517838,19.79199941566579,0.4835026815423854
11.015075376884422,3.441979497112772,0.18090452261306533,0.1683339303618118,19.79199941566579,0.4835026815423854
11.407035175879397,3.3829725501342507,0.18442211055276383,0.16956867210280605,19.79199941566579,0.4835026815423854
11.798994974874372,3.3300749752348584,0.18793969849246234,0.17076816346282722,19.79199941566579,0.4835026815423854
12.190954773869347,3.2821681196629036,0.1914572864321608,0.1719335737577922,19.79199941566579,0.4835026815423854
12.58291457286432,3.238927926630165,0.19497487437185929,0.1728643830837272,19.79199941566579,0.4835026815423854
12.974874371859295,3.2001689086190264,0.19849246231155782,0.17375417335813964,19.79199941566579,0.4835026815423854
13.36683417085427,3.1651419742462408,0.2020100502512563,0.17461761869544123,19.79199941566579,0.4835026815423854
13.758793969849245,3.133537517914492,0.20552763819095476,0.1754556016131642,19.79199941566579,0.4835026815423854
14.15075376884422,3.105434452335744,0.2090452261306533,0.17626896474032752,19.79199941566579,0.4835026815423854
14.542713567839195,3.080367225013735,0.21256281407035177,0.17705851294665123,19.79199941566579,0.4835026815423854
14.93467336683417,3.0580086960372643,0.21608040201005024,0.177825015343315,19.79199941566579,0.4835026815423854
15.326633165829145,3.0381668683819116,0.21959798994974877,0.1785692071637718,19.79199941566579,0.4835026815423854
15.71859296482412,3.020747417537591,0.22311557788944725,0.17929179153251631,19.79199941566579,0.4835026815423854
16.110552763819094,3.0054708773384027,0.22663316582914575,0.17999344112914165,19.79199941566579,0.4835026815423854
16.50251256281407,2.992225198462472,0.23015075376884422,0.1806747997545013,19.79199941566579,0.4835026815423854
16.894472361809044,2.981015118451,0.23366834170854273,0.1813364838053117,19.79199941566579,0.4835026815423854
17.28643216080402,2.9713264535302724,0.23718592964824123,0.18197908366308965,19.79199941566579,0.4835026815423854
17.678391959798994,2.96357587112704,0.2407035175879397,0.18260316500291007,19.79199941566579,0.4835026815423854
18.07035175879397,2.956903652562112,0.2442211055276382,0.18320927002708812,19.79199941566579,0.4835026815423854
18.462311557788944,2.952087076557025,0.2477386934673367,0.18379791862854403,19.79199941566579,0.4835026815423854
18.85427135678392,2.948491758583377,0.25125628140703515,0.18436960948827785,19.79199941566579,0.4835026815423854
19.246231155778894,2.946113236272687,0.2547738693467337,0.18492482111108619,19.79199941566579,0.4835026815423854
19.63819095477387,2.945089595795342,0.2582914572864322,0.18546401280336863,19.79199941566579,0.4835026815423854
19.79199941566579,2.9448499101031396,0.2618090452261307,0.1859876255966151,19.79199941566579,0.4835026815423854
20.030150753768844,2.945002353058023,0.26532663316582916,0.1864960831199236,19.79199941566579,0.4835026815423854
20.42211055276382,2.946066281864658,0.26884422110552764,0.18698979242467428,19.79199941566579,0.4835026815423854
20.814070351758794,2.948088365961938,0.2723618090452261,0.18746914476427787,19.79199941566579,0.4835026815423854
21.20603015075377,2.9510202208176146,0.27587939698492464,0.1879345163317235,19.79199941566579,0.4835026815423854
21.597989949748744,2.9548413843686667,0.2793969849246231,0.18838626895747185,19.79199941566579,0.4835026815423854
21.98994974874372,2.9595695821424677,0.28291457286432165,0.18882475077007219,19.79199941566579,0.4835026815423854
22.381909547738694,2.96515622408675,0.2864321608040201,0.18925029682172614,19.79199941566579,0.4835026815423854
22.77386934673367,2.971407980368488,0.2899497487437186,0.18966322968087843,19.79199941566579,0.4835026815423854
23.16582914572864,2.9784269242627435,0.29346733668341707,0.1900638599937778,19.79199941566579,0.4835026815423854
23.557788944723615,2.986067480843422,0.2969849246231156,0.19045248701682813,19.79199941566579,0.4835026815423854
23.94974874371859,2.9943397465449086,0.3005025125628141,0.19082939912143287,19.79199941566579,0.4835026815423854
24.341708542713565,3.003324711572403,0.3040201005025126,0.19119487427292628,19.79199941566579,0.4835026815423854
24.73366834170854,3.0128653415228324,0.3075376884422111,0.19154918048508546,19.79199941566579,0.4835026815423854
25.125628140703515,3.0231079034187665,0.31105527638190955,0.19189257625162148,19.79199941566579,0.4835026815423854
25.51758793969849,3.0337028343420975,0.314572864321608,0.19222531095596035,19.79199941566579,0.4835026815423854
25.909547738693465,3.0446104251280857,0.31809045226130656,0.19254762526054459,19.79199941566579,0.4835026815423854
26.30150753768844,3.056331576550635,0.32160804020100503,0.19285975147680512,19.79199941566579,0.4835026815423854
26.693467336683415,3.068359368704478,0.32512562814070356,0.19316191391688797,19.79199941566579,0.4835026815423854
27.08542713567839,3.080991021905358,0.32864321608040203,0.19345432922814754,19.79199941566579,0.4835026815423854
27.477386934673365,3.0940205516011843,0.3321608040201005,0.193737206711362,19.79199941566579,0.4835026815423854
27.86934673366834,3.1072679403106243,0.335678391959799,0.1940107486235627,19.79199941566579,0.4835026815423854
28.261306532663315,3.1210782853082635,0.3391959798994975,0.19427515046631963,19.79199941566579,0.4835026815423854
28.65326633165829,3.1352058315639946,0.342713567839196,0.19453060126027216,19.79199941566579,0.4835026815423854
29.045226130653266,3.1496489673273573,0.3462311557788945,0.1947772838066473,19.79199941566579,0.4835026815423854
29.43718592964824,3.1643702043150417,0.349748743718593,0.1950153749364635,19.79199941566579,0.4835026815423854
29.829145728643216,3.179632975042995,0.35326633165829147,0.19524504574807708,19.79199941566579,0.4835026815423854
30.22110552763819,3.1951210389054485,0.35678391959798994,0.1954664618336882,19.79199941566579,0.4835026815423854
30.613065326633166,3.2109897931557225,0.3603015075376884,0.1956797834953897,19.79199941566579,0.4835026815423854
31.00502512562814,3.2270319204376023,0.363819095477387,0.19588516595130426,19.79199941566579,0.4835026815423854
31.396984924623112,3.24342775460214,0.3673366834170855,0.196082759532328,19.79199941566579,0.4835026815423854
31.788944723618087,3.260093674933254,0.37085427135678395,0.19627270986996495,19.79199941566579,0.4835026815423854
32.18090452261306,3.2769434468791476,0.3743718592964824,0.1964551580757113,19.79199941566579,0.4835026815423854
32.57286432160804,3.2942439234116097,0.3778894472361809,0.19663024091242148,19.79199941566579,0.4835026815423854
32.96482412060301,3.311621136273319,0.38140703517587937,0.19679809095806347,19.79199941566579,0.4835026815423854
33.35678391959799,3.3290900413928926,0.38492462311557796,0.1969588367622471,19.79199941566579,0.4835026815423854
33.74874371859296,3.347066758345223,0.38844221105527643,0.19711260299588956,19.79199941566579,0.4835026815423854
34.14070351758794,3.365156885649112,0.3919597989949749,0.19725951059435975,19.79199941566579,0.4835026815423854
34.53266331658291,3.3834989824940545,0.3954773869346734,0.19739967689442478,19.79199941566579,0.4835026815423854
34.92462311557789,3.401979911660676,0.39899497487437185,0.1975332157653051,19.79199941566579,0.4835026815423854
35.31658291457286,3.4207757252764055,0.40251256281407033,0.19766023773412697,19.79199941566579,0.4835026815423854
35.70854271356784,3.4396569273601965,0.4060301507537689,0.1977808501060444,19.79199941566579,0.4835026815423854
36.10050251256281,3.458752899756734,0.4095477386934674,0.19789515707929026,19.79199941566579,0.4835026815423854
36.49246231155779,3.478030939274378,0.41306532663316586,0.19800325985539946,19.79199941566579,0.4835026815423854
36.88442211055276,3.497480051503734,0.41658291457286434,0.19810525674483678,19.79199941566579,0.4835026815423854
37.27638190954774,3.5170870126041875,0.4201005025125628,0.1982012432682464,19.79199941566579,0.4835026815423854
37.66834170854271,3.5367885976331164,0.4236180904522613,0.19829131225353192,19.79199941566579,0.4835026815423854
38.06030150753769,3.556793240785807,0.42713567839195987,0.1983755539289623,19.79199941566579,0.4835026815423854
38.45226130653266,3.577053854009966,0.43065326633165835,0.19845405601248933,19.79199941566579,0.4835026815423854
38.84422110552764,3.59710858330624,0.4341708542713568,0.19852690379745358,19.79199941566579,0.4835026815423854
39.23618090452261,3.6175161562277096,0.4376884422110553,0.19859418023484524,19.79199941566579,0.4835026815423854
39.62814070351759,3.637991036341573,0.44120603015075377,0.19865596601227808,19.79199941566579,0.4835026815423854
40.02010050251256,3.6586422261036518,0.44472361809045224,0.19871233962982796,19.79199941566579,0.4835026815423854
40.41206030150754,3.6795157630974518,0.4482412060301507,0.19876337747287623,19.79199941566579,0.4835026815423854
40.80402010050251,3.700450327403952,0.4517587939698493,0.1988091538820957,19.79199941566579,0.4835026815423854
41.19597989949749,3.72150366968439,0.4552763819095478,0.1988497412207058,19.79199941566579,0.4835026815423854
41.58793969849246,3.742603059960358,0.45879396984924625,0.19888520993911996,19.79199941566579,0.4835026815423854
41.97989949748744,3.763873189751316,0.4623115577889447,0.19891562863710036,19.79199941566579,0.4835026815423854
42.37185929648241,3.7853258537776138,0.4658291457286432,0.19894106412353094,19.79199941566579,0.4835026815423854
42.76381909547739,3.806820275599672,0.4693467336683417,0.19896158147391219,19.79199941566579,0.4835026815423854
43.15577889447236,3.828387844714849,0.47286432160804026,0.19897724408567813,19.79199941566579,0.4835026815423854
43.54773869346734,3.85015762790006,0.47638190954773874,0.19898811373143044,19.79199941566579,0.4835026815423854
43.939698492462306,3.872028583566745,0.4798994974874372,0.19899425061017761,19.79199941566579,0.4835026815423854
44.33165829145728,3.8939287920341537,0.4834170854271357,0.19899571339666763,19.79199941566579,0.4835026815423854
44.723618090452256,3.915942603051402,0.4835026815423854,0.1989956912228018,19.79199941566579,0.4835026815423854
45.11557788944723,3.9381207804125906,0.48693467336683416,0.19899255928889378,19.79199941566579,0.4835026815423854
45.507537688442206,3.960246578167266,0.49045226130653263,0.1989848440538512,19.79199941566579,0.4835026815423854
45.89949748743718,3.9825166395707807,0.4939698492462312,0.19897262207161914,19.79199941566579,0.4835026815423854
46.291457286432156,4.004890690463193,0.4974874371859297,0.19895594637783873,19.79199941566579,0.4835026815423854
46.68341708542713,4.027388570544566,0.5010050251256282,0.1989348687046526,19.79199941566579,0.4835026815423854
47.075376884422106,4.049984829200011,0.5045226130653266,0.19890943952017173,19.79199941566579,0.4835026815423854
47.46733668341708,4.072599509171254,0.5080402010050251,0.1988797080665293,19.79199941566579,0.4835026815423854
47.859296482412056,4.095305109281875,0.5115577889447236,0.19884572239657974,19.79199941566579,0.4835026815423854
48.25125628140703,4.118132984461458,0.5150753768844222,0.19880752940929913,19.79199941566579,0.4835026815423854
48.643216080402006,4.140983349608635,0.5185929648241207,0.19876517488393908,19.79199941566579,0.4835026815423854
49.03517587939698,4.163998537768844,0.5221105527638191,0.19871870351298448,19.79199941566579,0.4835026815423854
49.427135678391956,4.186973382965553,0.5256281407035176,0.19866815893396395,19.79199941566579,0.4835026815423854
49.81909547738693,4.21000543573605,0.5291457286432161,0.19861358376015842,19.79199941566579,0.4835026815423854
50.211055276381906,4.233155694835006,0.5326633165829145,0.19855501961025132,19.79199941566579,0.4835026815423854
50.60301507537688,4.256351706567026,0.5361809045226131,0.1984925071369636,19.79199941566579,0.4835026815423854
50.994974874371856,4.279729219658438,0.5396984924623116,0.19842608605471246,19.79199941566579,0.4835026815423854
51.38693467336683,4.303031657676345,0.5432160804020101,0.19835579516633184,19.79199941566579,0.4835026815423854
51.778894472361806,4.326421221703422,0.5467336683417086,0.198281672388893,19.79199941566579,0.4835026815423854
52.17085427135678,4.349901591705029,0.550251256281407,0.1982037547786578,19.79199941566579,0.4835026815423854
52.562814070351756,4.373408930344065,0.5537688442211055,0.19812207855520036,19.79199941566579,0.4835026815423854
52.95477386934673,4.396975692766115,0.5572864321608041,0.19803667912472703,19.79199941566579,0.4835026815423854
53.346733668341706,4.42059744335597,0.5608040201005026,0.19794759110262714,19.79199941566579,0.4835026815423854
53.73869346733668,4.444329891515854,0.564321608040201,0.19785484833528236,19.79199941566579,0.4835026815423854
54.130653266331656,4.468083614461158,0.5678391959798995,0.19775848392116346,19.79199941566579,0.4835026815423854
54.52261306532663,4.491990149342704,0.571356783919598,0.1976585302312414,19.79199941566579,0.4835026815423854
54.914572864321606,4.5157159628860395,0.5748743718592965,0.1975550189287377,19.79199941566579,0.4835026815423854
55.30653266331658,4.539718586185562,0.578391959798995,0.19744798098823915,19.79199941566579,0.4835026815423854
55.698492462311556,4.563631738671392,0.5819095477386935,0.19733744671420134,19.79199941566579,0.4835026815423854
56.09045226130653,4.587619792030202,0.585427135678392,0.19722344575886125,19.79199941566579,0.4835026815423854
56.482412060301506,4.611667967023554,0.5889447236180905,0.19710600713958298,19.79199941566579,0.4835026815423854
56.87437185929648,4.635784258690699,0.592462311557789,0.19698515925565685,19.79199941566579,0.4835026815423854
